anyy;mes;dia;obser;ventkh;component;plujamm;tmax;tmin;tmitjana
1973;11;5;"BCN";129;"NO";1;44.02;12.42;15.8
1996;8;6;"MASNOU";142;"O";7;30.68;3.13;13.78
2008;11;4;"LLEIDA";25;"NO";0;24.25;18.45;2.9
1964;12;3;"MASNOU";133;"NO";1;40.64;-8.74;24.69
2011;6;7;"BCN";161;"E";9;22.76;-1.86;12.31
1975;8;11;"BERGA";134;"SE";1;42.02;19.29;11.37
1995;1;25;"VIC";55;"SO";5;32.11;13.85;9.13
1978;12;18;"TARRACO";17;"S";10;44.03;-3.09;23.56
1984;6;16;"TARRACO";139;"SO";7;9.23;7.73;0.75
1951;12;27;"GIRONA";89;"SE";10;23.08;3.33;9.88
1992;12;21;"TIBIDABO";125;"N";9;17.79;-4.16;10.97
1979;4;1;"TARRACO";198;"S";5;9.97;2.91;3.53
1974;1;4;"LLEIDA";170;"O";5;34.63;9.91;12.36
1985;3;26;"MASNOU";81;"S";6;-4.79;-7.36;1.29
1971;11;25;"LLEIDA";95;"E";8;1.99;-1.01;1.5
2007;12;25;"MASNOU";95;"SO";4;23.12;19.11;2.01
1976;11;7;"TIBIDABO";199;"SE";4;28.56;6.75;10.9
1956;2;4;"GIRONA";50;"NO";7;34.48;18.45;8.01
2003;6;7;"TIBIDABO";132;"S";7;30.29;7.09;11.6
1953;10;23;"TARRACO";139;"NE";9;24.42;5.84;9.29
1966;6;4;"GIRONA";132;"NE";5;36.42;-4.44;20.43
1958;12;5;"TARRACO";51;"NE";8;3.3;-4.68;3.99
1970;9;6;"TIBIDABO";79;"N";0;24.35;18.8;2.78
1987;2;11;"BERGA";95;"NE";0;36.81;-3.06;19.94
1963;12;2;"GIRONA";139;"SE";3;18.77;-7.4;13.09
1966;6;21;"LLEIDA";19;"N";8;24.82;-0.91;12.87
2010;8;4;"TIBIDABO";96;"NO";8;-3.01;-5.6;1.29
2014;9;18;"BCN";116;"N";0;26.4;15.09;5.65
2014;4;9;"GIRONA";119;"O";4;27.42;9.42;9.0
1995;9;21;"LLEIDA";183;"SE";8;43.48;-4.61;24.04
1998;12;6;"STACOL";44;"NE";3;29.14;15.67;6.74
1983;5;29;"LLEIDA";185;"SO";8;29.8;-6.98;18.39
1996;7;6;"GIRONA";32;"NO";5;22.5;-3.58;13.04
1967;4;23;"BCN";57;"S";0;43.45;19.25;12.1
2007;5;24;"TIBIDABO";43;"S";7;32.0;16.25;7.88
1962;3;5;"TARRACO";113;"S";9;16.69;14.64;1.03
1973;5;16;"STACOL";56;"SE";1;37.9;5.03;16.43
1977;4;15;"BCN";112;"S";10;17.81;17.54;0.13
2017;9;12;"TIBIDABO";157;"N";3;30.07;-4.92;17.5
2018;7;24;"STACOL";65;"SE";5;14.53;12.56;0.98
1969;11;16;"LLEIDA";71;"E";10;24.74;-0.5;12.62
1973;12;20;"TARRACO";33;"S";4;22.86;18.85;2.0
2004;12;11;"TARRACO";91;"S";4;18.13;-4.12;11.12
1967;9;16;"LLEIDA";131;"NO";2;42.38;-8.8;25.59
1989;8;2;"TARRACO";92;"N";5;44.2;-2.78;23.49
1966;3;25;"VIC";16;"NE";2;23.3;9.98;6.66
2002;9;14;"HOSPI";31;"N";4;32.44;16.07;8.18
1982;12;28;"GIRONA";67;"NE";8;15.79;-2.72;9.25
1964;12;8;"LLEIDA";70;"S";4;44.33;14.41;14.96
1959;3;16;"TARRACO";180;"NE";0;24.84;-9.21;17.02
2011;4;15;"MASNOU";200;"SE";4;44.53;19.4;12.57
1969;11;10;"TIBIDABO";125;"SO";10;12.06;11.16;0.45
1988;7;22;"TARRACO";13;"E";6;41.19;12.25;14.47
2009;12;27;"VIC";169;"E";8;21.9;18.25;1.82
2002;2;23;"LLEIDA";97;"NO";1;37.62;9.5;14.06
1954;1;2;"VIC";48;"N";9;44.84;15.26;14.79
1981;12;2;"MASNOU";38;"NE";8;38.63;13.46;12.59
1967;12;5;"TIBIDABO";99;"SE";4;27.91;-7.14;17.52
1996;5;16;"TARRACO";196;"S";0;25.5;5.37;10.06
2015;11;7;"MASNOU";143;"O";1;4.14;0.58;1.78
1954;8;28;"TARRACO";73;"NE";9;32.59;-7.61;20.1
1953;11;25;"LLEIDA";140;"S";2;36.54;5.87;15.33
2012;5;21;"HOSPI";61;"SO";5;44.48;8.73;17.88
1987;5;8;"HOSPI";59;"NE";0;32.61;11.68;10.46
1973;1;14;"BERGA";30;"SO";0;21.28;4.7;8.29
1981;10;14;"STACOL";127;"NO";8;43.34;19.08;12.13
1956;11;13;"STACOL";179;"NO";8;37.99;9.6;14.2
2011;1;28;"LLEIDA";120;"NO";9;34.01;9.85;12.08
1989;12;19;"HOSPI";77;"SE";5;43.24;0.04;21.6
1957;4;13;"HOSPI";163;"N";9;2.5;-0.67;1.58
2001;9;23;"HOSPI";174;"E";8;24.33;4.7;9.81
1982;11;8;"STACOL";93;"S";6;32.33;-0.36;16.34
1982;12;2;"BERGA";150;"E";4;30.08;18.18;5.95
1977;5;27;"TIBIDABO";76;"E";6;37.87;2.86;17.5
1986;6;11;"BCN";16;"O";9;44.74;14.08;15.33
1985;10;29;"LLEIDA";193;"S";1;29.88;14.61;7.63
2015;10;27;"TARRACO";73;"E";9;31.02;9.25;10.88
1981;10;22;"LLEIDA";17;"E";10;3.5;-5.94;4.72
2002;2;16;"BCN";118;"SE";7;32.67;17.0;7.84
1964;5;20;"BERGA";132;"NO";1;25.36;13.0;6.18
2018;6;16;"GIRONA";163;"SO";0;26.15;-6.29;16.22
1976;2;29;"VIC";172;"O";0;25.56;4.96;10.3
1964;1;11;"HOSPI";51;"NO";4;-1.09;-2.49;0.7
1997;6;7;"BCN";149;"N";2;0.79;-5.56;3.17
1959;2;25;"GIRONA";156;"NE";1;26.96;10.34;8.31
1976;11;21;"TIBIDABO";98;"S";9;43.48;12.66;15.41
1980;7;15;"MASNOU";121;"S";0;16.48;13.92;1.28
1985;6;7;"VIC";66;"NE";5;44.42;-2.37;23.39
2009;6;22;"MASNOU";120;"E";10;22.54;14.89;3.82
1961;11;20;"BERGA";58;"NO";6;42.88;0.1;21.39
2001;6;3;"STACOL";124;"NE";10;36.93;10.23;13.35
1983;6;19;"VIC";80;"O";9;6.12;5.69;0.21
2014;11;21;"LLEIDA";74;"NO";3;-1.54;-4.32;1.39
1967;8;8;"MASNOU";7;"O";1;34.47;0.72;16.88
1981;5;30;"TIBIDABO";3;"E";7;30.46;18.65;5.91
1966;12;8;"GIRONA";166;"S";9;6.61;5.78;0.42
2009;9;30;"BERGA";93;"SE";3;35.23;16.37;9.43
2018;11;5;"BERGA";199;"E";0;0.78;-3.27;2.02
1983;7;28;"BCN";5;"SO";2;44.96;18.27;13.35
2014;12;16;"TARRACO";44;"NO";7;2.39;-6.62;4.5
1950;8;8;"VIC";116;"S";6;32.11;2.07;15.02
2016;5;1;"GIRONA";198;"SO";4;-5.19;-9.68;2.24
1996;3;7;"TIBIDABO";97;"SE";4;1.12;-5.28;3.2
2011;7;19;"BERGA";129;"N";3;23.96;19.07;2.45
1990;12;17;"BERGA";22;"SO";7;22.69;5.94;8.38
1971;12;23;"BERGA";75;"SE";4;29.47;18.61;5.43
1974;10;6;"BERGA";192;"O";9;13.99;11.07;1.46
2007;3;2;"GIRONA";51;"NO";1;39.66;16.7;11.48
2017;11;11;"TARRACO";167;"NE";2;33.21;13.35;9.93
1999;2;6;"BCN";129;"E";5;30.28;-7.06;18.67
1975;3;22;"BCN";152;"S";1;8.94;5.17;1.88
1951;12;20;"HOSPI";183;"S";7;19.52;-0.49;10.0
2002;2;28;"VIC";112;"NO";9;21.71;15.6;3.06
2017;2;26;"TARRACO";89;"SO";4;14.97;-9.23;12.1
1955;4;12;"HOSPI";128;"NE";1;4.49;3.86;0.32
2006;7;13;"MASNOU";18;"SO";6;28.2;-7.57;17.88
1984;10;5;"GIRONA";69;"SO";9;24.83;15.44;4.69
2000;3;30;"STACOL";96;"O";7;30.52;-7.05;18.79
1969;6;2;"TIBIDABO";67;"N";3;12.84;-2.65;7.75
2015;3;2;"TIBIDABO";64;"SO";2;-0.37;-8.47;4.05
1983;3;3;"BCN";96;"NE";6;26.79;9.31;8.74
1969;9;24;"TARRACO";48;"S";10;17.19;15.35;0.92
2016;10;10;"HOSPI";183;"SO";6;16.8;15.17;0.82
1957;11;2;"MASNOU";155;"O";5;4.37;-3.35;3.86
1982;8;19;"TIBIDABO";71;"E";10;29.28;8.6;10.34
1954;1;24;"STACOL";89;"E";1;44.66;-0.52;22.59
2014;1;3;"STACOL";117;"N";0;22.08;15.18;3.45
1998;12;3;"MASNOU";31;"N";5;29.77;11.66;9.05
1979;8;9;"LLEIDA";128;"S";0;38.86;5.23;16.81
1978;2;9;"GIRONA";18;"NE";8;13.45;4.77;4.34
1960;11;20;"MASNOU";41;"S";6;30.07;-6.91;18.49
2014;1;10;"TIBIDABO";99;"N";9;18.61;-8.31;13.46
2007;4;15;"HOSPI";79;"NO";1;40.31;17.09;11.61
1977;5;7;"LLEIDA";10;"S";7;43.29;3.54;19.88
2009;4;8;"BERGA";182;"E";8;40.05;-7.93;23.99
1988;5;23;"MASNOU";63;"S";10;36.37;0.85;17.76
2018;10;27;"TIBIDABO";45;"NE";2;37.93;-9.68;23.8
2015;12;11;"STACOL";0;"SO";3;31.93;-5.81;18.87
2009;8;6;"LLEIDA";68;"SE";6;6.48;-2.7;4.59
1959;9;15;"BCN";15;"NO";9;2.11;-9.89;6.0
1975;12;9;"TARRACO";8;"E";2;19.55;10.64;4.46
2012;5;15;"BCN";124;"O";10;21.89;3.43;9.23
1953;4;21;"STACOL";50;"NO";0;41.11;-3.78;22.45
2003;8;10;"BCN";94;"S";1;42.41;3.72;19.34
1976;2;26;"TIBIDABO";114;"O";3;13.05;2.25;5.4
2010;3;16;"BCN";46;"S";4;13.46;0.18;6.64
1967;4;10;"VIC";105;"E";5;19.38;-2.38;10.88
1961;9;8;"MASNOU";97;"NO";4;14.49;-6.59;10.54
1986;8;21;"VIC";137;"NO";2;34.12;2.34;15.89
1988;8;8;"VIC";178;"SO";3;17.13;12.33;2.4
1965;12;20;"LLEIDA";0;"SE";7;41.24;13.3;13.97
1994;12;9;"TIBIDABO";26;"O";4;18.36;5.1;6.63
2009;6;19;"HOSPI";8;"S";4;42.21;18.46;11.88
1999;9;20;"HOSPI";171;"N";0;11.27;6.79;2.24
1983;6;9;"MASNOU";118;"SE";9;24.05;5.99;9.03
1991;9;13;"HOSPI";32;"O";2;29.56;6.85;11.36
1975;5;13;"STACOL";122;"O";5;14.1;5.48;4.31
2012;11;2;"TARRACO";198;"N";4;15.58;10.11;2.74
1976;9;2;"TIBIDABO";110;"NO";4;40.56;-4.88;22.72
1985;1;30;"BCN";58;"O";10;44.73;3.32;20.7
1969;4;9;"BERGA";200;"E";3;40.54;4.26;18.14
1998;6;27;"MASNOU";32;"E";9;20.5;-7.23;13.87
1988;12;20;"TIBIDABO";126;"NE";8;43.41;13.8;14.8
1996;5;3;"BERGA";185;"O";0;39.85;6.12;16.87
1997;2;2;"MASNOU";83;"E";3;37.97;17.74;10.12
1991;4;17;"MASNOU";7;"SO";8;28.29;15.89;6.2
2009;2;19;"BERGA";157;"N";7;22.57;19.07;1.75
1965;4;10;"BCN";176;"N";9;43.29;0.37;21.46
2003;2;13;"TIBIDABO";114;"O";9;1.79;-9.86;5.82
1962;6;11;"MASNOU";2;"SE";5;41.62;13.9;13.86
1976;1;3;"TIBIDABO";154;"NO";6;18.49;6.75;5.87
1971;8;8;"BCN";91;"NO";5;7.97;-6.6;7.29
2017;1;25;"LLEIDA";124;"NE";4;39.25;-7.03;23.14
1976;10;16;"BERGA";70;"S";5;33.34;0.41;16.47
1980;7;22;"GIRONA";82;"SO";8;35.04;-3.48;19.26
2016;10;6;"BCN";168;"E";4;23.8;1.99;10.91
2011;5;3;"MASNOU";153;"NO";1;14.26;4.59;4.83
1989;2;9;"GIRONA";148;"E";7;5.31;-3.51;4.41
1983;7;17;"BCN";32;"SO";7;26.51;-9.33;17.92
1957;1;15;"BCN";73;"NO";8;22.57;9.86;6.36
1973;11;29;"VIC";72;"N";3;10.73;1.07;4.83
1974;1;27;"VIC";55;"N";4;8.99;-6.12;7.55
1996;10;16;"TIBIDABO";158;"NO";6;18.21;-5.37;11.79
1965;3;9;"HOSPI";123;"SO";2;35.86;19.4;8.23
1973;2;10;"TIBIDABO";158;"NE";5;-3.66;-4.65;0.5
2015;4;20;"GIRONA";143;"N";0;25.79;8.15;8.82
1988;3;13;"BERGA";96;"SO";8;15.43;-5.12;10.28
1974;8;22;"HOSPI";41;"S";6;34.78;16.62;9.08
1981;9;4;"HOSPI";113;"SO";7;28.53;-6.43;17.48
1965;10;24;"TARRACO";124;"NO";6;42.55;-9.42;25.98
1985;11;3;"BCN";180;"E";8;23.03;-7.16;15.1
1998;5;6;"VIC";99;"NO";1;18.81;3.76;7.52
1968;6;20;"BERGA";103;"NE";10;29.64;12.88;8.38
1976;8;18;"MASNOU";115;"SO";7;15.83;-6.65;11.24
2007;5;2;"STACOL";88;"N";3;0.53;-2.61;1.57
1951;5;27;"TIBIDABO";66;"SE";3;20.67;18.59;1.04
1978;6;17;"BERGA";119;"N";8;38.36;-6.58;22.47
1957;4;2;"VIC";66;"NO";7;21.1;-2.87;11.99
1951;7;15;"HOSPI";154;"NO";9;13.21;-6.63;9.92
2008;8;26;"BCN";61;"NE";10;-1.24;-9.06;3.91
1968;1;22;"MASNOU";74;"N";9;20.41;15.42;2.5
1995;5;28;"HOSPI";73;"SE";0;36.33;19.45;8.44
2006;7;22;"TIBIDABO";198;"NE";2;25.84;2.56;11.64
1955;6;20;"BERGA";153;"SO";7;16.26;9.89;3.19
1979;2;26;"HOSPI";15;"S";8;3.26;1.0;1.13
1996;12;6;"TARRACO";157;"S";9;15.73;-4.63;10.18
2004;3;11;"HOSPI";106;"SO";3;21.18;2.17;9.5
1962;2;26;"STACOL";52;"N";1;21.01;-3.73;12.37
2009;6;15;"HOSPI";170;"SO";3;17.98;7.61;5.19
1955;7;15;"BCN";180;"NO";9;22.01;6.33;7.84
2012;5;18;"HOSPI";99;"SE";2;37.18;17.67;9.75
1971;1;19;"STACOL";145;"NO";8;10.34;2.3;4.02
1981;3;26;"HOSPI";72;"E";1;10.04;5.76;2.14
1987;2;9;"GIRONA";162;"SE";5;29.78;5.26;12.26
1979;8;17;"TIBIDABO";109;"SE";10;30.87;-6.9;18.89
1963;8;4;"GIRONA";170;"S";9;39.31;8.65;15.33
1972;10;14;"VIC";79;"SO";0;29.51;-5.42;17.46
2015;12;25;"TARRACO";19;"NE";1;42.17;19.38;11.4
1998;8;28;"BCN";175;"O";3;33.01;3.7;14.65
1991;9;12;"BCN";175;"S";6;32.23;19.07;6.58
1980;3;29;"GIRONA";191;"SO";7;38.51;0.7;18.9
1988;1;19;"TIBIDABO";75;"NO";3;14.28;11.99;1.14
1984;8;24;"BCN";93;"E";1;39.81;13.59;13.11
2007;4;4;"VIC";9;"O";2;40.34;4.1;18.12
1968;6;29;"STACOL";53;"NO";8;6.09;-4.74;5.42
1953;9;15;"TIBIDABO";115;"NO";2;24.62;11.86;6.38
1962;1;4;"LLEIDA";68;"E";7;30.4;17.43;6.48
1977;6;18;"BERGA";1;"NO";3;1.71;-7.04;4.38
1976;9;25;"LLEIDA";105;"SO";0;42.1;18.59;11.76
1951;7;11;"VIC";84;"O";3;30.26;4.15;13.05
1992;1;20;"STACOL";1;"SO";9;42.89;-1.16;22.02
1997;7;23;"TIBIDABO";105;"NE";4;32.11;1.23;15.44
1998;1;29;"MASNOU";30;"N";3;34.38;13.26;10.56
2012;1;19;"MASNOU";137;"NE";6;35.44;-7.09;21.27
1994;7;30;"BERGA";159;"E";5;37.41;8.38;14.51
1983;11;30;"TARRACO";184;"SE";4;17.07;-9.7;13.38
1950;4;14;"TARRACO";18;"S";5;40.87;8.33;16.27
1957;9;11;"BCN";76;"O";5;27.54;10.71;8.41
2017;9;2;"TARRACO";83;"SE";3;39.66;2.12;18.77
1987;7;30;"BCN";140;"S";7;14.78;2.13;6.32
1993;6;21;"GIRONA";154;"S";8;36.23;17.63;9.3
1999;11;18;"TIBIDABO";8;"S";5;25.86;19.93;2.96
2004;12;3;"MASNOU";186;"N";10;3.49;-9.36;6.42
1950;8;24;"MASNOU";173;"SE";7;18.7;17.9;0.4
1996;11;7;"TIBIDABO";171;"N";9;27.49;9.01;9.24
1969;1;28;"HOSPI";38;"SO";10;27.69;2.93;12.38
1952;10;7;"VIC";146;"NE";2;4.61;1.61;1.5
2014;4;5;"STACOL";169;"N";9;42.65;-1.27;21.96
1953;9;19;"BCN";86;"NE";1;5.65;-8.15;6.9
2016;11;1;"TARRACO";89;"NE";5;5.57;0.29;2.64
1996;11;15;"VIC";76;"NO";9;14.65;-9.27;11.96
1952;8;3;"GIRONA";100;"E";10;31.96;1.66;15.15
1977;4;12;"GIRONA";111;"NO";3;44.5;17.37;13.56
1965;7;6;"STACOL";184;"O";6;29.92;-2.71;16.32
2011;3;1;"TARRACO";170;"NE";5;18.76;0.51;9.12
1991;7;27;"MASNOU";60;"SO";1;16.35;10.38;2.99
1967;3;25;"STACOL";85;"N";6;19.15;3.25;7.95
1990;12;21;"BCN";157;"SO";5;11.11;5.29;2.91
2008;4;8;"TARRACO";94;"O";8;43.09;18.99;12.05
2006;1;4;"TARRACO";156;"O";2;4.9;4.51;0.2
2000;4;5;"GIRONA";30;"O";5;11.15;-2.54;6.85
2002;9;18;"TARRACO";55;"E";10;32.67;16.65;8.01
1966;10;29;"GIRONA";74;"SO";7;37.56;7.11;15.23
1980;5;5;"BERGA";156;"N";0;2.43;1.1;0.67
1963;6;16;"MASNOU";100;"NE";10;30.97;1.14;14.91
1969;1;12;"HOSPI";102;"NO";9;31.46;19.86;5.8
2008;1;6;"HOSPI";86;"SO";7;33.58;11.27;11.15
1993;10;19;"VIC";148;"SE";4;12.09;5.03;3.53
1975;3;15;"MASNOU";77;"O";3;33.96;9.67;12.14
1962;1;30;"HOSPI";89;"NE";7;40.3;3.05;18.62
1992;7;7;"MASNOU";9;"N";6;32.35;16.34;8.01
1952;8;7;"BCN";75;"NE";10;41.95;15.29;13.33
2008;6;3;"TIBIDABO";157;"N";0;40.61;18.15;11.23
1986;12;8;"TARRACO";182;"N";1;9.94;5.73;2.1
2014;4;25;"BERGA";155;"NE";4;15.36;6.34;4.51
1957;11;17;"LLEIDA";94;"O";5;18.66;3.99;7.33
1993;12;8;"BCN";93;"N";6;28.92;16.28;6.32
1954;12;25;"VIC";45;"N";6;4.8;-4.53;4.67
1954;6;23;"TARRACO";172;"E";0;43.18;14.95;14.12
1964;12;27;"MASNOU";14;"SE";5;24.39;3.5;10.45
1987;4;28;"BERGA";159;"N";4;17.74;5.27;6.23
2006;8;21;"HOSPI";123;"E";1;25.5;4.36;10.57
1980;2;2;"LLEIDA";98;"NE";0;27.08;-3.97;15.52
1996;4;26;"GIRONA";190;"O";6;39.04;19.35;9.84
1966;9;18;"BCN";103;"NE";7;41.68;-2.81;22.25
1975;2;22;"STACOL";111;"NO";9;19.89;19.7;0.1
1999;11;28;"TARRACO";68;"NO";4;40.94;19.53;10.7
1984;10;3;"BERGA";200;"S";4;26.21;-9.74;17.98
2015;1;28;"LLEIDA";3;"E";8;10.83;2.51;4.16
1986;12;10;"TIBIDABO";159;"SO";8;35.73;2.28;16.72
2007;7;27;"BCN";124;"S";8;-3.74;-9.03;2.64
1971;7;7;"MASNOU";138;"NE";9;16.97;-8.95;12.96
1968;5;20;"HOSPI";136;"E";9;21.97;19.94;1.01
1967;8;5;"BERGA";70;"SO";0;25.73;-2.65;14.19
1952;9;7;"TARRACO";175;"E";1;36.47;11.64;12.41
1952;1;14;"VIC";159;"O";2;18.75;-7.73;13.24
2012;6;9;"BERGA";49;"NE";10;18.23;5.65;6.29
1986;2;4;"MASNOU";46;"S";0;36.02;17.04;9.49
2015;10;10;"BCN";123;"NO";4;27.33;4.93;11.2
2018;4;10;"TIBIDABO";141;"E";0;31.79;0.84;15.47
1960;4;4;"GIRONA";73;"E";8;24.81;12.06;6.37
1995;3;28;"VIC";107;"NE";5;12.36;-9.43;10.89
2015;3;4;"VIC";55;"NE";0;14.61;12.52;1.04
2004;9;5;"TARRACO";51;"E";4;15.43;-1.42;8.43
1967;10;1;"LLEIDA";29;"N";3;16.33;15.42;0.45
1980;9;12;"STACOL";42;"NO";6;6.13;-6.52;6.32
1961;3;16;"BCN";19;"N";8;14.68;-5.05;9.87
1960;12;29;"GIRONA";123;"S";5;13.82;6.22;3.8
1964;11;25;"HOSPI";14;"S";10;19.9;16.99;1.46
1969;7;3;"BCN";10;"O";4;30.95;8.65;11.15
1984;10;10;"TARRACO";68;"E";0;17.02;5.65;5.68
1984;3;19;"LLEIDA";100;"S";2;31.39;-8.43;19.91
1972;3;15;"STACOL";140;"SO";10;39.43;-8.86;24.14
2003;4;3;"MASNOU";95;"SE";6;39.05;7.75;15.65
1988;11;21;"HOSPI";156;"NE";8;12.91;-8.83;10.87
1983;3;9;"TARRACO";99;"N";6;19.81;8.62;5.59
2009;2;29;"TARRACO";108;"SO";2;31.44;-0.68;16.06
2012;8;13;"TIBIDABO";0;"NE";7;18.51;-1.61;10.06
2010;6;20;"TIBIDABO";39;"O";6;4.61;-7.2;5.91
1978;4;14;"STACOL";196;"E";9;25.0;15.75;4.62
1954;6;7;"BCN";49;"NE";2;41.68;16.57;12.55
1959;2;12;"GIRONA";93;"NE";9;20.06;-3.61;11.83
1980;5;11;"STACOL";180;"N";9;34.1;10.35;11.88
1967;9;22;"VIC";106;"E";5;34.06;19.72;7.17
1981;8;6;"LLEIDA";17;"SO";8;8.46;2.42;3.02
2005;4;13;"MASNOU";120;"S";2;6.79;1.55;2.62
1977;7;11;"VIC";30;"NO";7;4.26;-1.63;2.94
1979;1;9;"LLEIDA";122;"NE";9;42.11;5.29;18.41
2009;3;13;"TIBIDABO";46;"E";2;32.12;0.01;16.05
1979;3;16;"MASNOU";160;"NO";9;27.74;10.27;8.73
1989;11;26;"BCN";194;"SE";4;20.34;-4.15;12.25
1983;3;11;"HOSPI";84;"N";2;34.94;4.66;15.14
1990;3;13;"BERGA";197;"SE";10;31.98;-5.98;18.98
1972;1;30;"TARRACO";156;"SE";8;4.55;-6.49;5.52
1993;6;9;"TARRACO";87;"N";6;39.72;-7.65;23.68
1976;5;11;"BCN";101;"O";9;16.08;8.64;3.72
1990;7;8;"BCN";35;"SE";8;43.61;14.01;14.8
1962;5;17;"BCN";21;"NE";5;15.62;0.74;7.44
1971;6;5;"LLEIDA";112;"S";2;17.91;5.21;6.35
1963;11;5;"TARRACO";153;"E";7;37.12;10.56;13.28
1963;9;19;"STACOL";28;"NO";2;14.98;-8.57;11.78
1992;6;1;"STACOL";97;"E";5;23.51;15.32;4.1
2003;3;26;"VIC";146;"E";6;39.03;9.77;14.63
1996;8;2;"TIBIDABO";127;"O";7;26.66;3.49;11.59
1979;2;21;"VIC";75;"SO";0;18.84;-5.27;12.05
1983;7;11;"GIRONA";87;"N";10;16.27;-4.84;10.55
1961;3;15;"BCN";174;"SO";7;11.04;9.71;0.66
1953;1;7;"BCN";34;"O";2;17.34;-3.47;10.4
2012;8;30;"TARRACO";161;"S";7;11.51;7.75;1.88
1983;12;6;"TARRACO";38;"SE";3;19.82;-8.1;13.96
1952;9;8;"STACOL";99;"N";10;36.36;13.25;11.55
1957;11;6;"BCN";80;"NO";0;33.57;-3.67;18.62
1976;5;4;"MASNOU";158;"S";7;30.55;10.43;10.06
1957;3;5;"VIC";51;"S";0;14.41;2.24;6.08
1964;4;26;"HOSPI";65;"NE";6;29.38;16.9;6.24
1953;3;15;"VIC";37;"SE";9;33.93;-0.41;17.17
1953;1;2;"LLEIDA";198;"NE";5;40.79;15.33;12.73
1965;8;4;"TIBIDABO";136;"O";5;28.29;15.59;6.35
1994;9;15;"TARRACO";6;"SE";9;39.33;-0.58;19.95
1979;4;29;"HOSPI";92;"S";4;13.64;0.17;6.74
1982;8;22;"BCN";83;"SO";8;24.5;-8.55;16.52
1950;7;4;"TARRACO";39;"SE";0;38.99;0.93;19.03
1975;1;29;"LLEIDA";23;"NO";0;28.32;11.13;8.59
1986;8;22;"TIBIDABO";90;"O";6;27.45;7.07;10.19
1974;12;13;"HOSPI";91;"NO";9;36.26;0.59;17.83
1953;8;18;"GIRONA";99;"N";5;28.24;-9.02;18.63
1972;3;1;"MASNOU";179;"SO";5;24.34;16.51;3.91
2003;5;12;"TARRACO";192;"S";6;44.43;9.74;17.34
1953;1;14;"TIBIDABO";70;"NO";2;28.41;0.51;13.95
1954;4;30;"LLEIDA";197;"SO";1;24.4;12.25;6.07
1985;6;29;"BCN";69;"E";0;16.3;-4.37;10.34
1996;3;2;"VIC";164;"SE";9;27.51;-3.55;15.53
2000;7;22;"LLEIDA";193;"E";9;13.05;-1.8;7.43
1998;11;21;"VIC";192;"N";2;15.25;13.62;0.82
1957;7;20;"VIC";69;"SO";1;37.84;-9.54;23.69
1984;2;11;"VIC";143;"NE";3;13.19;2.19;5.5
2009;10;16;"LLEIDA";51;"E";0;22.13;16.9;2.62
1967;3;16;"BCN";57;"NO";6;37.79;4.3;16.75
1958;2;23;"STACOL";109;"NO";4;28.93;10.71;9.11
2002;7;9;"TIBIDABO";130;"NE";5;29.11;10.14;9.48
1965;10;22;"BERGA";160;"NO";1;37.2;13.05;12.08
1955;10;18;"TARRACO";155;"NE";2;5.51;-3.05;4.28
1967;7;22;"BCN";150;"N";0;31.29;18.03;6.63
1986;9;11;"BCN";106;"E";2;42.9;-5.94;24.42
2009;10;25;"GIRONA";8;"NE";2;35.04;18.4;8.32
1970;5;7;"TIBIDABO";21;"N";1;-0.79;-1.07;0.14
2005;1;10;"HOSPI";134;"S";2;3.42;0.55;1.44
1981;7;11;"BCN";68;"NE";6;20.6;16.49;2.06
2004;12;22;"TIBIDABO";179;"N";3;42.28;-6.34;24.31
1981;10;6;"BCN";52;"S";3;29.44;5.54;11.95
2015;10;28;"TIBIDABO";61;"E";2;26.76;6.93;9.92
1960;9;24;"HOSPI";143;"N";8;12.99;11.11;0.94
1966;9;1;"GIRONA";94;"O";6;32.18;4.89;13.64
1977;7;24;"HOSPI";146;"NO";8;35.17;10.64;12.27
1960;6;5;"TIBIDABO";103;"S";1;15.31;12.82;1.25
1976;4;6;"STACOL";40;"SE";10;23.79;13.46;5.16
2003;4;21;"BERGA";105;"N";10;23.97;-4.95;14.46
1984;9;12;"STACOL";179;"SO";10;16.73;14.31;1.21
1975;10;8;"VIC";94;"SO";6;32.76;14.91;8.92
1995;4;10;"BERGA";146;"O";5;24.44;9.23;7.61
1962;2;23;"LLEIDA";128;"S";10;28.9;14.4;7.25
1955;4;29;"GIRONA";20;"NE";6;36.44;-2.54;19.49
1994;12;21;"TARRACO";26;"SE";1;18.26;14.86;1.7
2014;11;25;"VIC";42;"O";8;32.36;-7.61;19.98
1985;2;6;"MASNOU";27;"O";6;42.8;19.47;11.66
2010;1;20;"GIRONA";117;"O";7;7.05;2.66;2.19
1992;3;11;"HOSPI";31;"NE";2;35.27;6.1;14.59
1990;11;17;"MASNOU";151;"NE";10;43.29;10.79;16.25
1971;2;14;"HOSPI";26;"N";8;13.75;5.81;3.97
2014;5;15;"VIC";32;"E";8;2.52;-6.5;4.51
1996;6;11;"STACOL";64;"N";10;35.6;8.86;13.37
2012;11;30;"TARRACO";142;"O";10;10.17;0.54;4.81
1998;11;28;"BERGA";132;"N";4;18.96;16.1;1.43
1987;1;11;"HOSPI";60;"SO";2;13.67;-3.59;8.63
1984;6;30;"GIRONA";82;"N";4;29.41;5.93;11.74
