centro;anyy;mes;dia;id_cliente;tipo;c_postal;base_fra;pIva;total_fra;portes
BCN;2021;4;15;1205;3;'08002';2269;21;2745.49;51
BCN;2020;10;27;1878;1;'08003';1743;21;2109.0299999999997;45
BCN;2021;7;13;2264;3;'08003';1311;21;1586.31;6
BCN;2020;5;27;1325;2;'08002';2147;21;2597.87;73
BCN;2021;8;14;964;10;'08001';113;21;136.73;40
BCN;2021;12;17;1247;10;'08003';2135;21;2583.35;48
BCN;2020;8;13;312;4;'08001';2403;21;2907.63;67
BCN;2020;10;10;162;7;'08002';238;21;287.98;57
BCN;2020;12;17;342;10;'08002';2102;21;2543.42;75
BCN;2020;1;26;1848;4;'08003';2384;21;2884.64;5
BCN;2020;8;4;149;3;'08050';82;21;99.22;44
BCN;2020;10;28;1998;9;'08001';1061;21;1283.81;21
BCN;2020;2;11;2428;3;'08050';2387;21;2888.27;93
BCN;2020;1;15;724;10;'08050';1501;21;1816.21;32
BCN;2020;4;2;1210;6;'08002';656;21;793.76;50
BCN;2021;10;30;1443;3;'08003';1484;21;1795.6399999999999;16
BCN;2021;11;10;1418;2;'08002';950;21;1149.5;28
BCN;2020;7;23;1689;3;'08003';1785;21;2159.85;82
BCN;2020;11;20;1943;2;'08050';843;21;1020.03;40
BCN;2021;12;3;2071;3;'08003';693;21;838.53;15
BCN;2021;10;24;837;8;'08001';1887;21;2283.27;46
BCN;2020;9;14;1384;4;'08001';2369;21;2866.49;43
BCN;2020;4;11;1154;9;'08003';1712;21;2071.52;77
BCN;2021;1;12;243;7;'08002';2106;21;2548.26;98
BCN;2021;2;19;2144;10;'08050';2181;21;2639.01;56
BCN;2020;3;26;335;10;'08050';1562;21;1890.02;56
BCN;2020;2;7;801;6;'08050';2019;21;2442.99;4
BCN;2021;9;7;2187;3;'08003';1033;21;1249.93;9
BCN;2020;6;17;1771;6;'08001';1103;21;1334.63;14
BCN;2020;4;23;1362;7;'08050';1474;21;1783.54;36
BCN;2020;8;20;2178;6;'08050';364;21;440.44;50
BCN;2020;6;19;2410;10;'08002';1354;21;1638.34;93
BCN;2020;4;15;709;8;'08050';1525;21;1845.25;94
BCN;2021;7;16;314;2;'08050';171;21;206.91;36
BCN;2021;7;3;74;7;'08003';543;21;657.03;70
BCN;2020;4;16;985;8;'08002';1304;21;1577.84;56
BCN;2020;8;29;1062;3;'08003';1119;21;1353.99;2
BCN;2021;11;22;1209;6;'08001';2435;21;2946.35;4
BCN;2021;3;19;1088;8;'08003';1428;21;1727.88;78
BCN;2020;11;27;1744;6;'08003';1831;21;2215.51;55
BCN;2021;1;30;874;1;'08001';1889;21;2285.69;5
BCN;2021;1;1;1189;9;'08050';1562;21;1890.02;74
BCN;2020;9;14;635;5;'08003';1188;21;1437.48;59
BCN;2020;9;18;334;7;'08050';743;21;899.03;53
BCN;2020;10;18;150;4;'08002';1594;21;1928.74;90
BCN;2020;7;27;278;9;'08001';434;21;525.14;11
BCN;2020;6;2;962;8;'08050';2452;21;2966.92;9
BCN;2020;7;22;141;10;'08003';2477;21;2997.17;67
BCN;2021;7;3;960;4;'08003';802;21;970.42;97
BCN;2021;9;26;1767;9;'08003';2194;21;2654.74;0
BCN;2021;3;23;548;10;'08050';1264;21;1529.44;21
BCN;2020;12;19;1004;5;'08003';1166;21;1410.8600000000001;56
BCN;2021;7;13;202;3;'08001';1257;21;1520.97;71
BCN;2020;7;12;1043;2;'08002';1294;21;1565.74;10
BCN;2021;12;27;74;4;'08001';415;21;502.15;96
BCN;2020;1;22;2406;3;'08050';460;21;556.6;85
BCN;2020;4;15;637;6;'08002';1391;21;1683.1100000000001;89
BCN;2021;9;20;2266;4;'08002';1263;21;1528.23;18
BCN;2020;7;9;180;3;'08050';2161;21;2614.81;59
BCN;2020;7;2;297;9;'08050';1378;21;1667.38;98
BCN;2021;6;4;1458;5;'08002';2167;21;2622.07;56
BCN;2021;5;3;783;9;'08050';435;21;526.35;84
BCN;2020;3;27;1887;1;'08001';683;21;826.4300000000001;56
BCN;2020;2;13;161;3;'08001';2266;21;2741.86;19
BCN;2020;6;18;1896;10;'08003';2464;21;2981.44;18
BCN;2021;8;6;554;2;'08002';1637;21;1980.77;65
BCN;2021;5;28;848;8;'08002';2074;21;2509.54;88
BCN;2020;8;12;2273;7;'08003';88;21;106.48;10
BCN;2021;2;4;1056;5;'08002';612;21;740.52;11
BCN;2020;12;17;864;9;'08003';912;21;1103.52;75
BCN;2021;1;10;1052;1;'08002';1417;21;1714.57;82
BCN;2021;9;16;1883;7;'08001';379;21;458.59000000000003;14
BCN;2021;8;27;1470;9;'08002';2303;21;2786.63;34
BCN;2021;10;5;1128;1;'08002';137;21;165.77;15
BCN;2021;5;7;547;10;'08003';2002;21;2422.42;76
BCN;2020;6;24;113;1;'08003';622;21;752.62;20
BCN;2020;5;10;1530;8;'08003';817;21;988.5699999999999;42
BCN;2020;3;4;470;8;'08003';465;21;562.65;85
BCN;2020;5;11;847;1;'08003';1440;21;1742.4;83
BCN;2020;7;15;1445;2;'08001';770;21;931.7;86
BCN;2021;6;20;252;3;'08003';802;21;970.42;63
BCN;2020;6;22;703;9;'08003';440;21;532.4;42
BCN;2020;3;2;1432;10;'08003';1442;21;1744.82;1
BCN;2020;8;12;627;3;'08050';1747;21;2113.87;53
BCN;2021;1;28;2235;10;'08050';1015;21;1228.15;41
BCN;2021;3;29;388;8;'08002';1375;21;1663.75;24
BCN;2021;7;26;2117;9;'08050';1716;21;2076.36;37
BCN;2020;7;4;2159;3;'08001';419;21;506.99;74
BCN;2021;12;5;780;2;'08002';692;21;837.3199999999999;27
BCN;2020;10;8;2105;3;'08050';696;21;842.16;59
BCN;2020;4;22;424;8;'08050';482;21;583.22;15
BCN;2021;3;10;1907;6;'08003';324;21;392.04;69
BCN;2021;6;26;387;3;'08002';1855;21;2244.55;97
BCN;2020;4;6;1379;7;'08002';1384;21;1674.6399999999999;82
BCN;2020;10;5;1590;2;'08001';1389;21;1680.69;1
BCN;2021;9;30;1837;7;'08002';1874;21;2267.54;42
BCN;2021;9;19;1490;4;'08050';1390;21;1681.9;10
BCN;2021;7;25;619;1;'08003';1922;21;2325.62;42
BCN;2021;10;1;2310;5;'08003';1822;21;2204.62;92
BCN;2020;8;23;496;5;'08003';2420;21;2928.2;46
BCN;2020;6;13;279;7;'08050';2395;21;2897.95;32
BCN;2020;11;30;2110;2;'08050';1400;21;1694.0;29
BCN;2021;8;21;1990;3;'08001';2478;21;2998.38;59
BCN;2020;1;15;383;10;'08050';2108;21;2550.68;36
BCN;2021;5;7;1161;7;'08001';2254;21;2727.34;18
BCN;2021;6;30;1119;2;'08001';1934;21;2340.14;29
BCN;2020;12;30;1031;6;'08050';1931;21;2336.51;22
BCN;2021;5;12;2210;5;'08050';675;21;816.75;83
BCN;2020;1;22;2438;2;'08050';2150;21;2601.5;80
BCN;2021;6;16;287;1;'08002';2098;21;2538.58;73
BCN;2020;4;29;2419;4;'08050';260;21;314.6;35
BCN;2020;7;15;1147;9;'08002';341;21;412.61;74
BCN;2021;6;9;2269;8;'08001';429;21;519.09;66
BCN;2021;6;14;27;2;'08001';2324;21;2812.04;87
BCN;2021;3;29;118;5;'08003';2353;21;2847.13;85
BCN;2020;1;5;238;1;'08002';353;21;427.13;2
BCN;2021;12;23;1919;8;'08002';1412;21;1708.52;1
BCN;2020;9;7;576;5;'08002';1293;21;1564.53;81
BCN;2020;4;14;889;5;'08050';2172;21;2628.12;30
BCN;2021;10;12;2395;9;'08050';2470;21;2988.7;84
BCN;2020;2;5;2067;8;'08003';2139;21;2588.19;80
BCN;2021;12;2;958;1;'08002';738;21;892.98;35
BCN;2021;3;16;188;10;'08002';257;21;310.97;37
BCN;2020;11;7;602;6;'08050';1436;21;1737.56;65
BCN;2021;10;15;1600;9;'08003';1233;21;1491.93;84
BCN;2020;2;5;2361;6;'08001';2303;21;2786.63;79
BCN;2021;3;21;2247;3;'08003';1425;21;1724.25;39
BCN;2021;5;11;1663;6;'08003';1481;21;1792.01;45
BCN;2020;11;28;2439;6;'08002';493;21;596.53;71
BCN;2021;9;20;892;9;'08050';995;21;1203.95;11
BCN;2020;6;9;591;9;'08002';2237;21;2706.77;5
BCN;2020;6;28;1964;4;'08002';199;21;240.79;90
BCN;2021;12;30;375;2;'08001';1937;21;2343.77;99
BCN;2021;7;26;996;7;'08050';2149;21;2600.29;59
BCN;2020;10;27;1487;3;'08001';1026;21;1241.46;10
BCN;2020;6;3;857;10;'08003';1836;21;2221.56;49
BCN;2020;11;18;1032;3;'08050';1896;21;2294.16;23
BCN;2021;5;3;935;2;'08050';2198;21;2659.58;16
BCN;2021;8;7;2318;10;'08002';2187;21;2646.27;6
BCN;2021;2;19;257;10;'08002';1467;21;1775.07;83
BCN;2020;1;29;44;7;'08003';2316;21;2802.36;92
BCN;2020;1;22;447;8;'08003';1849;21;2237.29;67
BCN;2021;2;13;182;7;'08001';298;21;360.58;46
BCN;2021;8;18;441;6;'08001';2095;21;2534.95;34
BCN;2021;11;26;1542;5;'08050';2048;21;2478.08;53
BCN;2020;11;9;830;10;'08050';318;21;384.78;41
BCN;2021;5;27;1712;9;'08050';1724;21;2086.04;87
BCN;2021;10;11;1637;6;'08002';1516;21;1834.3600000000001;8
BCN;2021;7;12;2044;2;'08050';807;21;976.47;24
BCN;2020;6;29;1329;5;'08003';1817;21;2198.57;12
BCN;2021;10;16;240;10;'08050';737;21;891.77;89
BCN;2020;9;1;1468;1;'08002';1232;21;1490.72;48
BCN;2021;10;26;2079;8;'08002';1163;21;1407.23;70
BCN;2020;8;24;1808;1;'08050';1887;21;2283.27;10
BCN;2020;9;25;11;10;'08001';473;21;572.33;5
BCN;2020;3;3;1368;10;'08050';354;21;428.34000000000003;69
BCN;2021;8;12;2217;2;'08002';1278;21;1546.38;93
BCN;2020;3;29;270;8;'08050';1642;21;1986.82;32
BCN;2020;11;10;1133;4;'08002';846;21;1023.66;6
BCN;2020;3;25;321;10;'08002';667;21;807.0699999999999;81
BCN;2021;9;29;1006;7;'08001';1575;21;1905.75;86
BCN;2021;9;1;1808;8;'08003';2110;21;2553.1;4
BCN;2020;2;10;2059;5;'08002';2204;21;2666.84;81
BCN;2020;5;15;1871;7;'08003';2281;21;2760.01;67
BCN;2021;6;3;2347;2;'08050';1623;21;1963.83;31
BCN;2020;8;19;1573;4;'08002';1451;21;1755.71;90
BCN;2021;7;23;880;6;'08050';929;21;1124.09;40
BCN;2020;5;7;1378;6;'08002';2270;21;2746.7;25
BCN;2020;8;18;1924;10;'08003';2199;21;2660.79;88
BCN;2020;3;28;64;1;'08002';1133;21;1370.93;4
BCN;2020;11;9;1667;10;'08002';1012;21;1224.52;38
BCN;2020;1;18;1012;5;'08002';1722;21;2083.62;89
BCN;2020;2;3;1102;6;'08050';2194;21;2654.74;44
BCN;2020;2;12;598;5;'08002';828;21;1001.88;41
BCN;2021;3;17;1629;10;'08001';718;21;868.78;74
BCN;2020;8;17;480;9;'08003';737;21;891.77;4
BCN;2021;9;9;1880;2;'08003';1412;21;1708.52;95
BCN;2021;11;25;1361;2;'08002';449;21;543.29;33
BCN;2021;11;6;1008;3;'08003';97;21;117.37;18
BCN;2020;3;6;286;9;'08050';2336;21;2826.56;95
BCN;2021;10;24;1683;7;'08002';916;21;1108.3600000000001;46
BCN;2020;7;7;1657;10;'08050';544;21;658.24;66
BCN;2021;8;1;1339;4;'08001';488;21;590.48;38
BCN;2021;5;2;424;2;'08003';2066;21;2499.86;23
BCN;2021;3;7;2255;2;'08001';999;21;1208.79;54
BCN;2020;9;10;1121;6;'08003';2103;21;2544.63;63
BCN;2020;8;11;240;7;'08003';2100;21;2541.0;88
BCN;2020;2;5;588;6;'08050';178;21;215.38;47
BCN;2020;6;12;1768;9;'08001';2228;21;2695.88;66
BCN;2021;5;17;541;3;'08050';2166;21;2620.86;37
BCN;2021;3;22;1792;10;'08003';748;21;905.08;19
BCN;2021;2;13;246;7;'08050';1464;21;1771.44;49
BCN;2021;12;29;822;4;'08002';256;21;309.76;49
BCN;2021;7;21;1481;8;'08001';2154;21;2606.34;52
BCN;2020;10;1;1089;3;'08001';986;21;1193.06;94
BCN;2021;11;1;1988;5;'08002';254;21;307.34000000000003;92
BCN;2021;9;5;1652;2;'08002';419;21;506.99;95
BCN;2020;10;15;94;2;'08050';510;21;617.1;84
BCN;2020;10;22;1639;10;'08002';2307;21;2791.4700000000003;2
BCN;2020;8;20;1479;9;'08050';426;21;515.46;10
BCN;2020;6;23;1603;8;'08002';2389;21;2890.69;18
BCN;2021;8;20;2335;9;'08002';2110;21;2553.1;0
BCN;2020;7;8;286;6;'08002';2218;21;2683.7799999999997;99
BCN;2021;9;1;1713;7;'08001';2258;21;2732.18;85
BCN;2021;8;11;2136;6;'08050';2248;21;2720.08;29
BCN;2021;3;5;829;3;'08003';1180;21;1427.8;29
BCN;2021;9;9;1958;1;'08002';457;21;552.97;57
BCN;2021;4;12;2339;10;'08002';1794;21;2170.74;54
BCN;2021;12;24;1422;10;'08001';565;21;683.65;80
BCN;2020;5;6;1685;4;'08001';706;21;854.26;39
BCN;2020;11;10;968;7;'08003';1846;21;2233.66;13
BCN;2021;9;22;2404;9;'08003';94;21;113.74;26
BCN;2020;4;16;333;10;'08001';2320;21;2807.2;96
BCN;2021;2;20;460;10;'08003';838;21;1013.98;83
BCN;2021;10;13;2401;3;'08001';1802;21;2180.42;70
BCN;2020;5;22;602;4;'08001';1472;21;1781.12;78
BCN;2020;5;14;1693;7;'08050';183;21;221.43;77
BCN;2021;3;25;648;6;'08050';2205;21;2668.05;70
BCN;2020;8;21;1213;6;'08001';2102;21;2543.42;81
BCN;2020;7;29;1294;10;'08001';609;21;736.89;55
BCN;2021;6;6;38;7;'08050';555;21;671.55;45
BCN;2020;6;16;2415;7;'08003';1520;21;1839.2;51
BCN;2020;1;26;565;7;'08003';209;21;252.89;97
BCN;2020;12;16;1571;5;'08050';634;21;767.14;88
BCN;2021;6;8;182;3;'08001';1062;21;1285.02;88
BCN;2021;10;6;907;2;'08003';1698;21;2054.58;48
BCN;2021;5;11;1866;10;'08050';211;21;255.31;49
BCN;2021;1;17;1826;3;'08050';1012;21;1224.52;98
BCN;2021;11;12;1213;9;'08050';822;21;994.62;32
BCN;2020;9;2;105;9;'08050';1278;21;1546.38;31
BCN;2021;9;14;304;5;'08003';2392;21;2894.32;55
BCN;2020;4;10;2388;9;'08050';2024;21;2449.04;74
BCN;2020;7;24;744;4;'08001';1471;21;1779.91;11
BCN;2021;10;21;2176;4;'08050';1133;21;1370.93;22
BCN;2020;7;12;999;1;'08003';886;21;1072.06;24
BCN;2020;9;18;1088;7;'08001';1761;21;2130.81;52
BCN;2021;10;26;1037;8;'08003';2345;21;2837.45;100
BCN;2020;1;4;1454;6;'08050';1335;21;1615.35;40
BCN;2020;12;30;656;7;'08003';2274;21;2751.54;20
BCN;2021;12;9;440;6;'08003';2256;21;2729.76;20
BCN;2020;6;19;227;1;'08001';1867;21;2259.07;1
BCN;2020;12;4;825;1;'08003';1934;21;2340.14;57
BCN;2020;11;29;1652;5;'08050';803;21;971.63;32
BCN;2021;10;19;1307;5;'08001';2407;21;2912.4700000000003;44
BCN;2021;1;18;2194;3;'08002';930;21;1125.3;89
BCN;2020;6;12;1274;1;'08002';2261;21;2735.81;18
BCN;2020;9;13;2272;8;'08050';2287;21;2767.27;52
BCN;2020;10;10;1932;6;'08002';1243;21;1504.03;47
BCN;2021;10;12;1945;3;'08050';911;21;1102.31;47
BCN;2020;6;17;549;5;'08050';2216;21;2681.36;70
BCN;2021;3;2;162;7;'08002';1900;21;2299.0;4
BCN;2021;2;2;2444;3;'08001';87;21;105.27;86
BCN;2021;9;20;1255;8;'08001';1504;21;1819.84;54
BCN;2020;12;24;2356;4;'08002';1065;21;1288.65;32
BCN;2020;10;11;342;10;'08050';1524;21;1844.04;40
BCN;2020;10;17;1996;2;'08001';292;21;353.32;34
BCN;2021;10;5;704;9;'08050';577;21;698.17;85
BCN;2020;7;17;1224;9;'08002';629;21;761.09;18
BCN;2021;2;24;742;9;'08003';1293;21;1564.53;59
BCN;2021;11;7;1409;1;'08001';1617;21;1956.57;49
BCN;2020;10;12;298;6;'08001';94;21;113.74;53
BCN;2021;5;16;1952;4;'08050';2077;21;2513.17;38
BCN;2020;4;27;1408;2;'08001';1781;21;2155.01;29
BCN;2020;10;20;2242;2;'08050';120;21;145.2;83
BCN;2020;7;8;751;2;'08002';1627;21;1968.67;1
BCN;2020;7;29;611;3;'08002';317;21;383.57;81
BCN;2020;12;6;1381;7;'08050';2036;21;2463.56;37
BCN;2021;3;28;1368;9;'08050';1968;21;2381.2799999999997;79
BCN;2021;12;11;87;9;'08002';2372;21;2870.12;39
BCN;2021;7;25;854;3;'08002';1648;21;1994.08;82
BCN;2020;4;3;2140;2;'08050';70;21;84.7;0
BCN;2020;12;18;1858;6;'08003';1623;21;1963.83;67
BCN;2021;5;4;411;1;'08003';1051;21;1271.71;32
BCN;2020;11;4;2174;3;'08002';149;21;180.29;7
BCN;2020;10;9;738;10;'08003';1611;21;1949.31;49
BCN;2020;4;28;1164;8;'08001';1267;21;1533.07;100
BCN;2021;9;15;2048;8;'08050';857;21;1036.97;30
BCN;2020;9;14;926;9;'08002';2422;21;2930.62;65
BCN;2020;8;13;1606;9;'08002';289;21;349.69;77
BCN;2021;11;3;275;1;'08050';1457;21;1762.97;59
BCN;2020;1;4;250;7;'08050';1484;21;1795.6399999999999;47
BCN;2020;2;2;2431;3;'08050';656;21;793.76;16
BCN;2020;8;20;1548;4;'08050';1770;21;2141.7;87
BCN;2020;9;3;1209;5;'08003';315;21;381.15;40
BCN;2021;10;27;407;9;'08002';1649;21;1995.29;100
BCN;2020;1;13;1162;4;'08002';2103;21;2544.63;25
BCN;2021;1;4;2500;1;'08002';948;21;1147.08;91
BCN;2021;3;16;1668;3;'08050';1672;21;2023.12;48
BCN;2020;9;29;449;6;'08050';1124;21;1360.04;30
BCN;2021;7;22;1016;1;'08001';2193;21;2653.5299999999997;67
BCN;2021;2;13;2378;3;'08001';1065;21;1288.65;68
BCN;2020;12;22;1938;1;'08003';1537;21;1859.77;40
BCN;2021;3;6;2258;8;'08003';1989;21;2406.69;3
BCN;2021;5;18;1453;8;'08003';2133;21;2580.93;75
BCN;2021;12;18;991;6;'08003';1777;21;2150.17;39
BCN;2020;2;8;445;5;'08001';2375;21;2873.75;38
BCN;2021;5;5;2178;9;'08001';458;21;554.1800000000001;30
BCN;2021;7;19;1481;9;'08001';689;21;833.69;97
BCN;2020;9;24;392;1;'08003';2111;21;2554.31;94
BCN;2020;2;17;94;9;'08002';1263;21;1528.23;54
BCN;2021;4;7;1002;2;'08002';1256;21;1519.76;85
BCN;2021;6;6;262;3;'08002';1260;21;1524.6;1
BCN;2020;6;28;2470;9;'08001';2207;21;2670.4700000000003;27
BCN;2021;11;22;1219;4;'08050';1448;21;1752.08;53
BCN;2021;5;22;254;9;'08002';1504;21;1819.84;3
BCN;2020;12;20;2078;7;'08003';158;21;191.18;75
BCN;2021;3;27;1987;3;'08001';110;21;133.1;10
BCN;2020;11;1;1055;2;'08003';2090;21;2528.9;96
BCN;2020;11;7;2233;9;'08001';1955;21;2365.55;64
BCN;2020;7;25;1591;3;'08002';395;21;477.95;29
BCN;2020;10;3;1505;5;'08001';1328;21;1606.88;73
BCN;2020;11;2;1977;5;'08002';1061;21;1283.81;42
BCN;2020;4;26;300;4;'08002';1061;21;1283.81;30
BCN;2020;12;7;2311;1;'08002';184;21;222.64;64
BCN;2020;8;8;250;6;'08002';566;21;684.86;59
BCN;2020;4;23;1220;7;'08002';1258;21;1522.18;26
BCN;2021;6;22;1802;6;'08003';2381;21;2881.01;32
BCN;2020;8;14;551;2;'08050';1277;21;1545.17;79
BCN;2021;6;9;1329;5;'08050';1052;21;1272.92;98
BCN;2021;8;7;615;6;'08050';1107;21;1339.47;3
BCN;2021;2;3;2068;4;'08050';948;21;1147.08;56
BCN;2021;4;1;2194;8;'08002';1635;21;1978.35;68
BCN;2020;10;14;1697;5;'08002';832;21;1006.72;41
BCN;2020;10;12;1920;9;'08001';1502;21;1817.42;8
BCN;2020;9;12;1757;3;'08002';1846;21;2233.66;61
BCN;2020;10;14;2216;10;'08002';830;21;1004.3;34
BCN;2020;6;28;1288;6;'08001';610;21;738.1;0
BCN;2021;8;10;349;2;'08003';811;21;981.31;23
BCN;2020;10;15;2226;1;'08002';1405;21;1700.05;97
BCN;2021;4;1;1277;4;'08001';2391;21;2893.11;92
BCN;2021;2;24;752;8;'08050';191;21;231.11;80
BCN;2020;10;19;1298;8;'08001';1929;21;2334.09;77
BCN;2020;3;10;1661;5;'08001';1113;21;1346.73;16
BCN;2020;1;18;2259;5;'08001';1130;21;1367.3;59
BCN;2020;1;21;416;10;'08003';1179;21;1426.59;7
BCN;2021;2;2;1280;5;'08002';2206;21;2669.26;81
BCN;2021;7;22;1490;10;'08050';490;21;592.9;38
BCN;2021;11;22;32;10;'08002';826;21;999.46;58
BCN;2021;2;19;1117;5;'08001';1529;21;1850.09;31
BCN;2020;7;18;599;2;'08002';1859;21;2249.39;46
BCN;2020;4;14;2415;8;'08003';1595;21;1929.95;63
BCN;2021;3;4;1042;6;'08050';1149;21;1390.29;73
BCN;2021;2;14;1586;9;'08001';2136;21;2584.56;92
BCN;2021;10;19;581;3;'08002';276;21;333.96;25
BCN;2021;8;26;586;8;'08003';122;21;147.62;66
BCN;2021;9;11;277;1;'08050';1096;21;1326.16;38
BCN;2021;8;17;445;3;'08050';442;21;534.8199999999999;18
BCN;2020;12;23;2375;6;'08003';2332;21;2821.7200000000003;27
BCN;2020;5;1;2053;8;'08003';2301;21;2784.21;71
BCN;2020;6;20;918;6;'08001';1475;21;1784.75;54
BCN;2020;1;4;2182;4;'08003';1981;21;2397.01;40
BCN;2020;9;11;1298;8;'08002';118;21;142.78;68
BCN;2021;12;13;885;4;'08001';1818;21;2199.7799999999997;36
BCN;2021;9;17;2169;5;'08002';2321;21;2808.41;58
BCN;2021;4;17;1953;2;'08050';742;21;897.8199999999999;18
BCN;2021;1;20;1728;10;'08003';1721;21;2082.41;81
BCN;2020;4;17;78;5;'08001';1961;21;2372.81;72
BCN;2021;7;11;2487;4;'08002';2321;21;2808.41;99
BCN;2020;5;10;967;6;'08001';2063;21;2496.23;71
BCN;2020;2;1;727;5;'08002';2039;21;2467.19;24
BCN;2020;10;12;2072;5;'08050';588;21;711.48;30
BCN;2021;9;20;1315;6;'08003';1819;21;2200.99;50
BCN;2021;6;27;470;4;'08002';329;21;398.09000000000003;31
BCN;2021;4;13;848;8;'08003';1153;21;1395.13;43
BCN;2021;7;17;472;1;'08002';1484;21;1795.6399999999999;55
BCN;2021;9;12;1543;3;'08050';1905;21;2305.05;5
BCN;2020;12;2;727;4;'08003';1029;21;1245.09;26
BCN;2020;5;15;2156;10;'08002';1143;21;1383.03;21
BCN;2021;9;8;1909;7;'08003';2307;21;2791.4700000000003;2
BCN;2020;11;5;917;6;'08050';1344;21;1626.24;45
BCN;2020;1;14;1565;8;'08002';304;21;367.84000000000003;4
BCN;2020;7;6;1614;8;'08003';2088;21;2526.48;27
BCN;2021;6;9;820;4;'08050';1765;21;2135.65;71
BCN;2021;3;27;1362;4;'08050';1510;21;1827.1;67
BCN;2020;11;27;1482;6;'08002';2420;21;2928.2;10
BCN;2021;7;8;1015;2;'08001';522;21;631.62;55
BCN;2020;4;16;2327;4;'08050';157;21;189.97;18
BCN;2020;5;30;3;8;'08003';130;21;157.3;0
BCN;2021;9;18;2046;1;'08003';2040;21;2468.4;89
BCN;2021;4;27;2084;6;'08050';246;21;297.65999999999997;46
BCN;2021;10;15;2206;10;'08001';84;21;101.64;96
BCN;2021;7;7;39;5;'08003';2335;21;2825.35;29
BCN;2020;1;23;864;3;'08003';1732;21;2095.7200000000003;79
BCN;2020;7;13;1976;7;'08003';982;21;1188.22;62
BCN;2021;9;18;307;5;'08002';193;21;233.53;73
BCN;2020;10;23;357;4;'08002';1323;21;1600.83;3
BCN;2020;3;23;544;1;'08001';1659;21;2007.3899999999999;79
BCN;2020;5;11;261;8;'08003';95;21;114.95;85
BCN;2021;1;13;368;4;'08001';1135;21;1373.35;94
BCN;2021;7;14;595;2;'08050';459;21;555.39;99
BCN;2020;9;19;1652;5;'08001';272;21;329.12;25
BCN;2021;10;24;1228;1;'08050';825;21;998.25;19
BCN;2020;12;29;1414;2;'08003';809;21;978.89;62
BCN;2020;4;7;966;5;'08002';2453;21;2968.13;46
BCN;2021;8;6;1672;9;'08001';2075;21;2510.75;92
BCN;2020;6;24;614;8;'08050';131;21;158.51;10
BCN;2020;3;23;1368;3;'08002';1500;21;1815.0;19
BCN;2021;5;19;825;10;'08050';285;21;344.85;1
BCN;2020;3;5;121;2;'08002';1911;21;2312.31;4
BCN;2020;8;21;481;2;'08002';1748;21;2115.08;48
BCN;2021;10;8;1822;1;'08050';1898;21;2296.58;66
BCN;2021;12;20;768;10;'08002';2344;21;2836.24;53
BCN;2020;2;5;314;5;'08002';1461;21;1767.81;22
BCN;2020;3;11;752;1;'08002';139;21;168.19;23
BCN;2021;4;22;756;7;'08003';218;21;263.78;87
BCN;2021;10;29;1715;3;'08050';830;21;1004.3;53
BCN;2021;5;15;1316;1;'08002';960;21;1161.6;8
BCN;2020;9;9;1806;3;'08050';1291;21;1562.1100000000001;65
BCN;2020;6;17;1847;6;'08001';1438;21;1739.98;96
BCN;2020;10;13;1944;6;'08002';2137;21;2585.77;47
BCN;2020;3;9;606;6;'08003';704;21;851.84;53
BCN;2021;8;5;2048;9;'08002';1679;21;2031.59;15
BCN;2021;7;27;1827;9;'08001';1134;21;1372.1399999999999;21
BCN;2020;5;27;1929;9;'08001';460;21;556.6;25
BCN;2021;6;18;21;6;'08003';1725;21;2087.25;20
BCN;2021;6;20;2303;5;'08050';1206;21;1459.26;21
BCN;2021;7;19;1870;4;'08050';1872;21;2265.12;38
BCN;2020;6;1;375;10;'08002';258;21;312.18;69
BCN;2021;2;4;191;9;'08001';2266;21;2741.86;12
BCN;2020;5;16;2298;3;'08050';411;21;497.31;44
BCN;2021;7;23;1851;10;'08050';1648;21;1994.08;17
BCN;2020;7;24;1140;2;'08002';2273;21;2750.33;98
BCN;2020;3;21;1004;5;'08003';1972;21;2386.12;0
BCN;2021;2;22;1864;3;'08002';394;21;476.74;59
BCN;2020;3;24;1541;8;'08050';1446;21;1749.66;46
BCN;2020;9;18;1944;7;'08003';1432;21;1732.72;30
BCN;2021;12;2;2126;1;'08003';1353;21;1637.13;75
BCN;2020;6;22;170;3;'08003';1460;21;1766.6;80
BCN;2020;1;31;2254;1;'08001';1308;21;1582.68;78
BCN;2020;12;2;16;5;'08002';2482;21;3003.2200000000003;63
BCN;2020;7;4;1161;3;'08002';1532;21;1853.72;82
BCN;2021;2;3;498;3;'08001';929;21;1124.09;91
BCN;2020;11;13;1651;2;'08002';2329;21;2818.09;53
BCN;2021;10;25;1098;10;'08001';1845;21;2232.45;69
BCN;2021;1;31;1448;5;'08002';422;21;510.62;31
BCN;2021;3;14;933;5;'08002';2004;21;2424.84;1
BCN;2021;11;29;929;3;'08002';2233;21;2701.93;90
BCN;2020;2;25;1085;5;'08002';1030;21;1246.3;87
BCN;2021;5;11;1198;9;'08050';400;21;484.0;83
BCN;2020;2;9;1858;3;'08050';1679;21;2031.59;35
BCN;2020;12;20;1028;1;'08050';1463;21;1770.23;8
BCN;2021;1;20;265;3;'08001';347;21;419.87;57
BCN;2021;10;12;1093;6;'08050';325;21;393.25;30
BCN;2021;7;1;2416;2;'08050';352;21;425.92;42
BCN;2020;5;6;617;9;'08001';450;21;544.5;79
BCN;2020;10;14;887;1;'08002';1256;21;1519.76;69
